,Marca temporal,¿Qué edad tienes?,¿Con que género te identificas?,¿A qué rama pertenece la licenciatura que actualmente estudias?,¿Qué tan importante es la educación de ciberseguridad para ti?,¿Cuál crees que es la cuestión más importante en temas de educación de ciberseguridad?,¿Para qué usas el internet?,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Selecciona las redes sociales que utilizas en tu día a día,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Selecciona las plataformas de streaming que utilizas en tu día a día,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,¿Cuántas horas en promedio pasas en plataformas de streaming al día? ,Selecciona la plataforma de videojuegos que más utilizas,Selecciona las plataformas educativas que utilizas en tu día a día,Unnamed: 27,Unnamed: 28,Unnamed: 29,¿Dónde consideras que existe mayor riesgo de amenazas y/o ciber ataques?,¿Alguna vez has sido víctima de alguna amenaza cibernética? ,¿Cuántas horas en promedio pasas en redes sociales al día? ,¿Usas las redes sociales como apoyo en tus estudios universitarios? ,¿Qué páginas usas para tus estudios?,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,¿Cuál crees que es el mayor beneficio de las redes sociales en tus estudios ?,¿Qué tan familiarizado estas con las amenazas cibernéticas? ,¿Cuál crees que es la mayor amenaza para ti cuando te conectas?,Señala si has recibido alguna de estas amenazas  cibernéticas:,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,¿Alguna vez has agregado a una persona que no conocías en una red social o en alguna plataforma de videojuegos?,¿En dónde agregaste a una persona desconocida? Selecciona todas las opciones que apliquen.,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,¿A cuántas personas? ,¿Compartiste información sensibles con ellos?,¿Fuiste víctima de alguna de estas opciones?,Unnamed: 56,Unnamed: 57,Unnamed: 58,"¿Has recibido un mensaje directo sospechoso por redes sociales pidiéndote que le des click a un link, descargues un archivo o proporciones datos personales como datos bancarios?",¿Hiciste lo que se te pedía en el mensaje?,¿Reportaste la cuenta?,¿Lees los avisos de privacidad de las páginas en las que navegas? ,¿Utilizas la misma contraseña para tus diferentes cuentas electrónicas?,¿Con qué frecuencia cambias tus contraseña  si no te obliga la pagina? ,¿Utilizas un administrador de contraseñas (Autofill)?,¿Tomas medidas y acciones  para mantener en privacidad tus datos? ,¿Cuáles medidas tomas?,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,¿Qué percepción tienes acerca de los peligros que puedes correr en línea?
50,19/11/2021 11:26:47,1,5,6,12,17,21,22,23,24,25.0,28,,,,,,32,36,,,,,,40,44,47,48,25,,51,56,39,61,63,64,65,66,25.0,70,73,78,82,84,,,,62,,,,,,,,,,,,55,56.0,55.0,98,102,107,102,101,109,110,111,112,113,114.0,116
51,19/11/2021 11:31:18,2,5,6,12,18,21,22,23,,,27,28,,,,,32,33,36,25,,,,40,46,38,,,,51,56,39,62,,,,,,,73,78,82,,,,,61,26,31,,,,86,62.0,95,,,,55,56.0,56.0,100,101,106,101,101,109,112,,,,,116
52,19/11/2021 12:00:04,2,5,9,12,18,21,22,23,24,,26,27,28,29,,,38,,,,,,,39,46,25,,,,50,55,42,61,63,,,,,69,75,20,82,83,84,,,62,,,,,,,,,,,,55,56.0,55.0,99,102,107,102,101,108,112,113,,,,115
53,19/11/2021 12:05:32,2,5,6,12,18,21,23,24,25,,26,27,28,,,,32,25,,,,,,40,46,25,,,,52,55,58,62,,,,,,,73,20,82,,,,,61,26,,,,,86,62.0,95,,,,55,56.0,56.0,100,101,107,102,101,109,111,,,,,116
54,19/11/2021 12:08:45,2,4,6,13,19,21,22,24,,,26,27,28,29,30,,32,33,37,25,,,,40,45,25,,,,51,56,59,61,63,64,65,66,,31,74,78,79,80,81,82,84,61,26,27,28,29,,89,61.0,94,,,,55,56.0,56.0,100,101,107,101,102,,,,,,,118
55,19/11/2021 12:11:06,2,4,7,13,18,21,24,,,,26,27,28,29,31,,32,36,,,,,,42,38,49,25,,,50,56,42,62,,,,,,,74,78,81,,,,,61,26,27,28,29,,89,62.0,95,,,,55,56.0,55.0,98,102,107,101,101,109,,,,,,118
56,19/11/2021 12:11:17,2,5,6,13,18,21,24,,,,26,27,28,29,31,,32,33,35,36,37,25,,40,38,25,,,,50,56,42,61,66,,,,,70,72,78,83,,,,,61,26,27,31,,,89,62.0,95,,,,55,56.0,56.0,100,102,104,101,101,108,111,,,,,120
57,19/11/2021 12:20:48,2,5,9,13,17,21,22,23,24,,26,27,,,,,32,33,37,,,,,40,46,48,,,,51,55,58,62,,,,,,,74,78,82,83,84,,,61,26,27,31,,,87,62.0,95,,,,55,56.0,55.0,96,102,105,101,101,108,110,112,113,,,116
58,19/11/2021 12:20:56,2,5,6,12,17,21,22,23,24,,26,27,28,29,,,38,,,,,,,39,44,25,,,,52,55,42,61,63,,,,,67,74,20,81,82,84,,,61,26,27,,,,89,62.0,92,,,,55,56.0,56.0,100,102,107,101,101,109,111,112,,,,116
59,19/11/2021 12:31:58,2,5,9,13,17,21,22,24,,,26,27,,,,,32,,,,,,,39,45,47,48,,,50,56,59,61,64,65,,,,69,73,78,83,,,,,62,,,,,,,,,,,,55,56.0,56.0,99,101,106,102,101,112,113,,,,,118
60,19/11/2021 12:32:47,1,4,9,13,18,21,24,25,,,27,28,29,,,,32,,,,,,,39,38,48,25,,,51,56,58,61,63,64,,,,67,72,78,82,,,,,61,26,,,,,88,62.0,94,95,,,55,56.0,55.0,99,101,104,101,102,,,,,,,116
61,19/11/2021 12:35:45,3,4,9,13,19,21,24,,,,26,27,28,29,31,,32,33,34,36,,,,41,44,48,,,,52,56,59,61,64,25,,,,69,72,78,80,82,,,,61,26,27,28,,,86,62.0,94,,,,55,56.0,56.0,100,101,106,102,102,,,,,,,117
62,19/11/2021 12:40:06,2,5,9,12,18,21,23,24,,,26,27,,,,,38,,,,,,,39,43,47,25,,,51,56,59,61,64,66,,,,69,74,20,85,,,,,62,,,,,,,,,,,,55,56.0,55.0,97,102,106,102,101,109,112,113,,,,116
63,19/11/2021 12:42:27,2,4,9,13,18,21,22,24,25,,27,28,31,,,,32,33,36,37,25,,,40,38,48,,,,53,56,59,62,,,,,,,73,20,82,84,,,,61,26,27,28,,,89,62.0,95,,,,55,56.0,56.0,100,102,105,101,102,,,,,,,118
64,19/11/2021 12:53:34,2,4,11,13,19,21,22,24,,,26,27,28,31,,,32,33,36,37,,,,39,38,38,,,,50,56,59,61,63,65,66,,,67,72,78,82,,,,,61,28,,,,,89,62.0,95,,,,56,,,99,101,106,101,102,,,,,,,118
65,19/11/2021 13:19:56,1,4,9,14,18,21,24,,,,26,27,29,,,,32,33,36,37,,,,40,38,47,,,,54,56,59,62,,,,,,,71,78,82,,,,,62,,,,,,,,,,,,55,56.0,55.0,100,102,107,101,102,,,,,,,117
66,19/11/2021 13:24:46,3,4,9,13,18,21,22,23,24,,26,27,28,,,,32,33,36,37,,,,40,45,48,,,,50,56,39,62,,,,,,,73,20,79,82,,,,61,26,,,,,86,62.0,91,,,,55,56.0,56.0,99,101,107,101,102,,,,,,,118
67,19/11/2021 14:18:16,3,5,9,12,18,21,22,24,,,26,27,,,,,32,36,,,,,,40,44,25,,,,51,56,58,61,25,,,,,67,73,20,82,,,,,62,,,,,,,,,,,,55,56.0,56.0,99,102,107,102,102,,,,,,,116
68,19/11/2021 14:19:42,1,5,6,13,18,21,22,24,,,27,28,30,,,,32,33,,,,,,39,44,47,,,,50,55,58,62,,,,,,,73,76,79,80,81,82,83,61,31,,,,,89,61.0,95,,,,55,56.0,55.0,100,101,106,101,102,,,,,,,118
69,19/11/2021 14:36:07,2,4,11,13,18,21,24,25,,,26,27,28,29,,,32,33,36,,,,,40,44,49,,,,50,56,59,61,64,,,,,68,73,77,85,,,,,61,26,27,,,,86,62.0,95,,,,55,56.0,55.0,99,101,107,101,102,,,,,,,116
70,19/11/2021 14:41:28,2,4,9,13,18,21,24,25,,,26,27,29,31,,,32,33,36,37,,,,41,45,49,25,,,53,56,59,62,,,,,,,74,78,80,,,,,61,26,27,28,,,87,62.0,95,,,,56,,,97,102,105,102,102,,,,,,,116
71,19/11/2021 14:44:27,2,4,9,12,18,21,24,,,,27,28,,,,,32,37,,,,,,39,38,38,,,,50,56,42,61,63,64,65,66,,31,73,78,80,82,,,,62,,,,,,,,,,,,55,56.0,56.0,100,102,107,102,101,109,111,112,113,,,115
72,19/11/2021 15:47:26,2,5,9,13,18,21,24,25,,,26,27,28,,,,32,36,,,,,,39,44,48,,,,54,56,58,61,64,65,,,,67,72,76,82,,,,,61,26,,,,,86,62.0,95,,,,56,,,99,101,107,101,102,,,,,,,120
73,19/11/2021 16:45:52,3,5,7,13,18,21,24,,,,27,,,,,,32,33,37,,,,,39,38,38,,,,54,56,59,61,63,64,65,,,69,73,78,81,83,84,,,61,26,27,28,31,,88,62.0,95,,,,55,56.0,55.0,100,102,106,101,102,,,,,,,116
74,20/11/2021 1:19:38,2,5,11,13,19,21,22,24,,,26,27,28,,,,32,33,,,,,,39,38,25,,,,50,56,58,62,,,,,,,71,20,82,,,,,61,26,27,,,,89,62.0,95,,,,56,,,99,102,106,101,101,109,111,,,,,118
75,20/11/2021 12:29:33,1,4,6,13,18,21,23,24,,,27,28,29,,,,32,,,,,,,39,45,47,48,25,,50,56,58,62,,,,,,,73,78,79,82,84,,,62,,,,,,,,,,,,55,56.0,55.0,99,101,105,102,101,108,111,112,113,,,116
76,22/11/2021 10:15:19,2,5,6,14,17,21,,,,,26,27,28,,,,32,33,36,37,,,,40,44,38,,,,50,55,42,62,,,,,,,72,77,79,80,81,84,,61,26,27,28,,,89,62.0,90,91,,,55,56.0,55.0,100,102,107,102,102,,,,,,,117
77,22/11/2021 13:40:48,2,4,11,12,18,25,,,,,26,27,28,,,,32,37,,,,,,42,25,25,,,,50,56,42,61,65,,,,,69,71,77,81,82,,,,61,26,,,,,89,62.0,94,,,,55,55.0,55.0,98,101,107,102,101,109,111,,,,,116
78,22/11/2021 14:27:59,2,5,7,12,18,21,22,23,,,27,28,,,,,32,33,36,37,,,,41,44,38,,,,50,56,59,61,63,65,66,,,69,73,20,82,,,,,61,26,,,,,86,62.0,95,,,,56,,,98,102,104,102,101,108,109,111,,,,118
79,22/11/2021 14:59:37,2,5,9,13,18,21,23,24,,,26,27,,,,,32,37,,,,,,40,45,48,,,,51,56,39,62,,,,,,,73,78,82,,,,,61,31,,,,,87,62.0,95,,,,56,,,98,102,107,101,101,109,111,112,,,,116
80,22/11/2021 16:02:20,2,4,9,13,18,21,22,,,,27,29,30,,,,32,37,25,,,,,41,38,25,,,,50,56,58,61,64,66,,,,67,72,78,82,,,,,62,,,,,,,,,,,,55,56.0,56.0,100,102,107,102,101,109,111,112,,,,116
81,22/11/2021 20:11:16,3,4,6,12,18,21,,,,,26,27,28,,,,32,33,36,37,25,,,40,45,25,,,,53,56,39,62,,,,,,,74,78,85,,,,,62,,,,,,,,,,,,56,,,99,101,107,102,101,109,111,112,,,,116
82,23/11/2021 9:21:50,2,4,6,13,18,21,22,24,,,27,29,,,,,32,33,36,37,,,,40,45,47,,,,50,56,59,61,64,65,,,,70,74,20,85,,,,,62,,,,,,,,,,,,56,,,99,101,106,101,101,111,112,,,,,116
83,23/11/2021 9:42:26,2,4,7,12,18,21,25,,,,27,29,30,,,,32,37,,,,,,40,38,38,,,,51,56,59,61,64,66,,,,68,72,20,82,84,,,,61,26,27,,,,86,62.0,92,,,,56,,,99,102,107,101,101,111,112,113,,,,116
84,23/11/2021 9:47:53,2,4,7,12,18,21,22,25,,,27,,,,,,32,,,,,,,39,45,47,,,,50,56,39,62,,,,,,,73,78,79,80,82,,,61,26,27,,,,86,62.0,95,,,,55,56.0,55.0,99,102,107,101,101,109,111,112,113,,,116
85,23/11/2021 9:48:26,2,4,7,12,18,21,22,23,24,,26,27,28,,,,32,33,,,,,,40,43,48,,,,50,56,42,61,63,64,65,66,,67,72,76,79,80,82,,,61,27,31,,,,86,62.0,95,,,,55,56.0,55.0,98,102,106,102,101,108,109,110,111,112,,116
86,23/11/2021 9:48:39,2,4,7,14,18,21,24,,,,26,27,28,,,,32,33,36,37,,,,41,38,38,,,,50,56,42,61,65,,,,,69,71,78,82,,,,,61,26,,,,,86,62.0,95,,,,56,,,100,102,107,101,102,,,,,,,118
87,23/11/2021 10:14:28,1,5,11,14,17,21,23,24,,,27,28,29,,,,25,,,,,,,39,43,47,48,,,52,55,59,61,64,66,25,,,67,72,78,79,82,83,84,,61,31,,,,,86,61.0,95,,,,55,56.0,56.0,99,102,107,102,101,109,111,112,,,,120
88,23/11/2021 10:19:50,1,5,9,12,17,21,22,23,24,,26,27,28,29,,,32,33,37,25,,,,40,43,47,48,49,25.0,51,55,58,61,64,65,66,,,68,75,78,81,83,84,,,61,26,27,28,29,31.0,89,61.0,90,91,92,93,55,56.0,55.0,97,101,104,101,101,108,109,112,,,,116
89,23/11/2021 10:24:21,1,4,11,13,18,21,24,,,,26,27,30,,,,32,33,37,,,,,40,38,38,,,,51,56,42,61,63,66,,,,69,72,78,85,,,,,62,,,,,,,,,,,,56,,,100,101,106,101,102,,,,,,,116
90,23/11/2021 10:35:33,1,5,7,13,17,21,22,24,25,,26,27,28,29,30,31.0,32,33,36,37,25,,,40,38,47,25,,,51,56,59,61,63,64,65,66,,67,74,77,81,82,84,,,61,26,27,28,29,,89,62.0,95,,,,55,56.0,55.0,98,102,106,102,101,108,109,111,112,,,116
91,23/11/2021 10:41:56,2,5,11,12,18,21,22,24,25,,27,28,29,,,,32,33,36,,,,,40,44,38,,,,52,56,59,61,65,,,,,67,72,78,82,,,,,61,26,27,29,,,89,62.0,95,,,,56,,,100,102,107,101,102,,,,,,,116
92,23/11/2021 10:47:09,2,4,11,13,18,21,22,24,25,,26,27,,,,,32,33,35,36,37,,,39,45,25,,,,51,56,39,62,,,,,,,73,77,85,,,,,62,,,,,,,,,,,,55,56.0,56.0,98,102,106,101,101,111,112,113,,,,116
93,23/11/2021 11:04:35,2,4,11,12,18,21,22,23,24,,26,27,28,29,30,,32,33,34,35,36,37,,40,46,25,,,,51,56,58,61,63,66,,,,67,74,78,82,,,,,61,26,27,29,,,89,62.0,95,,,,55,56.0,56.0,100,102,107,101,101,109,111,112,,,,116
94,23/11/2021 12:34:02,2,5,7,12,18,21,22,24,25,,26,27,28,,,,32,33,36,,,,,39,38,25,,,,54,56,42,61,63,64,66,,,67,72,78,82,,,,,61,31,,,,,89,61.0,95,,,,55,56.0,56.0,100,102,107,101,101,111,112,113,,,,118
95,23/11/2021 13:27:08,2,4,11,13,19,21,24,,,,27,28,29,,,,32,33,37,,,,,40,38,47,25,,,50,56,58,61,64,,,,,67,73,77,82,,,,,61,26,27,,,,87,62.0,95,,,,55,56.0,56.0,100,102,104,102,102,,,,,,,118
96,23/11/2021 14:27:26,1,5,7,13,17,21,22,24,,,27,28,29,,,,32,36,37,,,,,41,38,25,,,,51,56,42,61,63,65,66,,,69,72,20,82,84,,,,61,26,27,,,,87,62.0,93,,,,55,56.0,55.0,99,102,106,101,101,109,111,112,,,,116
97,23/11/2021 14:33:28,1,4,11,12,18,21,24,,,,27,29,,,,,32,33,37,,,,,41,38,47,,,,51,56,58,61,63,64,,,,69,73,77,79,81,,,,61,27,,,,,88,62.0,95,,,,56,,,98,102,106,102,101,111,112,113,,,,116
98,23/11/2021 14:33:36,1,4,11,12,18,21,24,,,,27,28,29,,,,32,37,,,,,,40,46,38,,,,50,56,59,61,66,,,,,67,72,78,79,,,,,62,,,,,,,,,,,,55,56.0,56.0,98,102,107,102,101,112,,,,,,116
99,23/11/2021 14:33:42,1,4,7,12,17,21,22,24,25,,26,27,,,,,32,33,36,37,,,,40,38,25,,,,50,56,59,61,66,25,,,,67,71,78,82,84,,,,61,26,,,,,88,62.0,95,,,,55,56.0,56.0,98,101,107,102,102,,,,,,,118
100,23/11/2021 14:41:46,1,5,8,12,18,21,22,23,24,,30,31,,,,,25,,,,,,,42,43,25,,,,50,56,42,61,64,66,,,,68,75,76,82,83,,,,61,27,28,,,,86,62.0,95,,,,55,56.0,55.0,97,102,105,102,101,108,109,110,112,,,116
101,23/11/2021 18:49:42,2,5,7,13,18,21,24,,,,26,27,28,29,30,,32,33,36,37,,,,40,38,25,,,,51,56,59,62,,,,,,,73,77,82,,,,,61,27,31,,,,86,62.0,95,,,,55,56.0,55.0,97,101,107,101,101,110,111,113,,,,118
102,23/11/2021 18:53:32,1,5,7,13,17,21,22,23,24,,27,28,29,,,,32,33,36,,,,,39,38,25,,,,52,55,59,61,63,64,65,,,31,74,20,82,,,,,61,27,,,,,88,62.0,95,,,,55,56.0,56.0,100,101,107,101,101,112,,,,,,116
103,23/11/2021 18:53:44,2,4,7,12,18,21,22,24,,,26,27,28,29,,,32,33,36,37,,,,40,38,47,48,,,51,55,59,61,63,64,65,66,,70,73,20,79,82,84,,,61,26,27,28,29,,87,62.0,95,,,,55,56.0,55.0,98,102,105,101,101,109,111,112,113,,,116
104,23/11/2021 18:54:58,1,4,7,12,19,21,24,,,,26,27,28,,,,32,,,,,,,39,38,47,25,,,50,56,59,61,63,64,65,,,70,74,78,82,,,,,61,26,27,,,,88,62.0,95,,,,55,56.0,55.0,97,102,107,102,101,110,111,112,113,,,116
105,23/11/2021 18:56:04,2,4,7,13,19,21,24,,,,26,27,,,,,32,33,36,37,,,,40,38,38,,,,50,55,58,61,63,64,65,66,,67,74,77,79,80,,,,61,27,,,,,86,62.0,95,,,,55,56.0,55.0,100,102,107,101,102,,,,,,,115
106,23/11/2021 18:56:37,1,5,7,13,19,21,,,,,28,,,,,,32,33,,,,,,39,38,25,,,,50,56,58,62,,,,,,,72,78,82,84,,,,61,27,28,,,,89,62.0,95,,,,55,56.0,55.0,98,101,106,102,102,,,,,,,118
107,23/11/2021 18:57:46,2,5,7,13,17,21,22,23,24,,26,27,28,29,31,,32,33,36,37,,,,40,46,25,,,,52,56,58,62,,,,,,,73,78,81,82,,,,61,26,27,28,29,,89,62.0,94,95,,,55,56.0,56.0,99,102,104,101,102,,,,,,,116
108,23/11/2021 18:58:30,1,5,7,12,17,21,22,24,,,26,27,28,29,,,32,33,36,37,,,,41,38,38,,,,50,55,59,61,63,64,65,66,,67,73,78,81,82,,,,61,26,,,,,89,62.0,94,,,,55,56.0,55.0,100,102,105,101,101,108,109,112,113,,,118
109,23/11/2021 18:59:17,2,4,7,13,18,21,23,24,,,26,27,28,29,31,,32,33,36,37,,,,39,38,25,,,,50,55,58,61,63,64,,,,69,74,77,80,82,,,,61,26,27,28,,,89,62.0,95,,,,55,56.0,55.0,98,101,104,102,101,108,109,111,112,,,118
110,23/11/2021 18:59:54,1,4,7,12,18,21,24,,,,27,28,,,,,32,33,36,,,,,40,38,47,,,,50,56,59,62,,,,,,,72,77,82,,,,,61,26,27,,,,88,62.0,94,,,,55,56.0,56.0,100,102,106,102,101,109,112,,,,,116
111,23/11/2021 19:00:24,1,4,7,13,18,21,,,,,26,27,28,29,,,32,33,36,37,,,,40,38,38,,,,50,56,59,61,63,65,,,,67,72,77,82,85,,,,61,26,27,,,,88,62.0,95,,,,56,,,100,102,106,102,101,109,111,113,,,,116
112,23/11/2021 19:01:08,1,4,7,14,19,21,22,24,,,26,27,29,,,,32,33,,,,,,39,38,38,,,,50,56,58,62,,,,,,,71,76,85,,,,,62,,,,,,,,,,,,55,56.0,56.0,99,101,107,102,102,,,,,,,120
113,23/11/2021 19:02:19,2,5,7,12,18,21,22,24,,,26,27,28,29,,,32,33,36,37,,,,40,38,47,25,,,53,56,59,62,,,,,,,75,78,82,83,,,,61,27,28,29,,,86,62.0,95,,,,55,56.0,55.0,99,101,107,101,101,109,112,,,,,118
114,23/11/2021 19:06:04,2,4,7,13,19,21,24,,,,26,27,,,,,32,33,,,,,,40,25,48,,,,50,56,58,62,,,,,,,72,76,82,83,,,,61,26,27,,,,89,62.0,95,,,,55,56.0,55.0,99,101,107,102,102,,,,,,,116
115,23/11/2021 19:44:09,2,4,7,13,18,21,22,,,,27,,,,,,32,33,36,37,,,,40,38,38,,,,51,56,58,62,,,,,,,73,76,82,,,,,61,27,,,,,86,62.0,95,,,,56,,,100,102,105,101,101,111,113,,,,,116
116,23/11/2021 20:45:02,2,4,7,12,19,21,24,,,,27,,,,,,32,33,,,,,,39,44,25,,,,50,56,58,61,63,64,65,66,,70,73,77,79,80,82,,,61,26,,,,,89,62.0,95,,,,55,56.0,55.0,98,102,106,101,101,108,109,111,,,,116
117,23/11/2021 21:43:46,1,5,11,12,18,21,24,25,,,31,,,,,,32,,,,,,,39,38,25,,,,51,56,58,61,25,,,,,67,71,20,82,,,,,61,27,31,,,,86,62.0,95,,,,56,,,96,101,107,102,101,110,111,112,114,,,118
118,23/11/2021 23:59:16,1,4,7,13,18,21,24,,,,26,27,28,29,,,32,33,36,37,,,,40,38,38,,,,50,56,58,62,,,,,,,72,77,82,84,,,,61,27,28,,,,88,62.0,95,,,,55,56.0,56.0,99,101,107,101,102,,,,,,,118
119,24/11/2021 23:10:12,2,4,11,13,18,21,22,23,24,,26,27,28,29,30,,32,33,34,36,37,25,,40,46,47,48,25,,50,56,58,61,63,66,25,,,70,73,78,79,81,82,,,61,26,27,28,29,31.0,86,62.0,95,,,,56,,,98,102,106,102,101,109,111,112,113,,,116
120,24/11/2021 23:19:23,2,4,11,13,18,21,22,24,,,26,27,29,,,,32,33,37,,,,,41,46,48,25,,,50,56,59,61,63,64,65,,,70,73,78,82,,,,,61,26,27,,,,89,62.0,92,,,,55,56.0,56.0,99,102,107,101,102,,,,,,,118
121,24/11/2021 23:21:02,2,4,7,13,18,21,24,,,,26,27,,,,,32,,,,,,,39,38,25,,,,50,55,42,61,66,,,,,67,72,78,79,82,,,,61,26,27,,,,86,62.0,95,,,,55,56.0,55.0,99,102,107,102,101,111,112,,,,,118
122,29/11/2021 19:06:16,1,4,6,13,17,21,,,,,26,27,28,29,30,,32,33,36,37,,,,42,38,25,38,,,50,56,42,61,25,,,,,69,73,77,82,,,,,62,,,,,,,,,,,,56,,,100,101,107,102,102,,,,,,,116
123,29/11/2021 22:49:30,1,4,9,13,18,21,22,23,24,,26,27,29,31,,,32,33,36,37,,,,40,44,47,48,25,,50,56,59,61,25,,,,,67,73,78,85,,,,,61,27,,,,,86,62.0,95,,,,55,56.0,56.0,98,101,106,101,101,110,111,113,,,,118
124,30/11/2021 20:25:03,2,5,9,12,18,21,23,24,,,26,27,28,29,,,32,34,36,37,25,,,40,44,25,,,,50,56,59,61,64,,,,,68,75,20,85,,,,,61,27,,,,,86,62.0,95,,,,56,,,99,102,107,101,101,109,111,112,113,,,116
125,1/12/2021 21:17:39,1,4,9,12,18,21,24,,,,26,27,29,,,,32,33,37,,,,,41,44,25,,,,50,56,42,61,63,64,65,,,67,72,78,82,,,,,61,27,,,,,86,62.0,95,,,,55,56.0,55.0,98,101,107,101,101,109,113,,,,,116
126,2/12/2021 9:51:01,2,5,6,13,17,21,22,23,24,,26,27,28,,,,32,33,36,37,,,,41,44,25,,,,52,56,58,62,,,,,,,74,77,82,83,,,,62,,,,,,,,,,,,55,56.0,55.0,100,102,107,102,101,109,112,,,,,118
127,2/12/2021 9:51:39,2,4,9,12,18,21,22,23,24,,26,27,28,29,,,32,33,25,,,,,40,43,25,,,,53,56,58,61,64,66,,,,69,75,77,79,81,82,83,84,61,26,31,,,,89,62.0,95,,,,55,56.0,55.0,100,102,105,102,101,108,109,112,113,,,116
128,2/12/2021 12:58:13,2,4,7,14,19,22,23,,,,27,,,,,,34,35,,,,,,40,44,47,,,,50,55,58,62,,,,,,,73,76,79,,,,,62,,,,,,,,,,,,56,,,99,101,105,101,101,112,,,,,,116
129,2/12/2021 13:01:28,1,5,9,13,18,21,22,23,,,27,28,29,,,,32,36,37,,,,,41,25,49,,,,51,56,42,62,,,,,,,74,20,84,,,,,62,,,,,,,,,,,,56,,,98,101,107,101,101,111,113,,,,,116
130,2/12/2021 19:19:50,2,5,11,13,18,21,24,25,,,26,27,28,,,,32,33,34,36,37,,,40,44,48,,,,51,56,58,61,63,64,65,,,67,71,76,85,,,,,61,27,31,,,,88,62.0,95,,,,55,56.0,56.0,100,101,107,101,101,114,,,,,,118
131,2/12/2021 19:24:33,1,4,7,13,18,21,24,,,,26,27,28,,,,32,33,,,,,,39,38,25,,,,50,56,58,62,,,,,,,71,76,79,80,,,,61,27,,,,,86,62.0,90,,,,55,56.0,56.0,100,102,107,102,102,,,,,,,116
132,2/12/2021 19:24:35,1,5,6,13,17,21,22,23,24,,26,27,28,29,30,,32,33,36,37,,,,40,43,38,,,,50,56,59,61,63,64,65,66,,69,73,76,85,,,,,61,26,,,,,86,62.0,95,,,,55,56.0,56.0,98,101,107,101,102,,,,,,,116
133,2/12/2021 19:27:14,2,5,7,14,19,21,22,23,25,,26,27,28,29,,,32,33,36,37,,,,41,44,38,,,,50,56,59,61,63,64,,,,67,72,76,82,84,,,,61,26,,,,,86,62.0,95,,,,55,56.0,56.0,100,101,107,102,102,,,,,,,118
134,2/12/2021 19:27:49,2,4,9,12,17,21,,,,,26,27,,,,,32,36,37,,,,,40,38,38,,,,50,56,58,61,64,66,,,,68,72,78,82,,,,,61,27,,,,,87,62.0,95,,,,56,,,99,102,107,101,102,,,,,,,116
135,2/12/2021 19:28:35,2,4,7,15,18,21,24,,,,26,27,28,29,,,32,33,36,37,,,,41,38,49,,,,52,56,42,61,63,64,65,,,68,72,76,82,,,,,62,,,,,,,,,,,,56,,,100,101,107,101,102,,,,,,,116
136,2/12/2021 19:39:12,2,5,11,12,18,21,22,23,24,,27,28,29,,,,32,,,,,,,39,44,48,25,,,50,56,58,61,64,66,,,,70,74,20,85,,,,,61,31,,,,,86,62.0,95,,,,55,56.0,55.0,100,102,106,101,101,109,112,,,,,118
137,2/12/2021 19:41:29,2,5,9,13,18,21,23,24,,,27,28,31,,,,32,37,25,,,,,40,43,38,,,,51,56,58,62,,,,,,,74,20,85,,,,,61,27,31,,,,86,62.0,95,,,,55,56.0,55.0,99,101,104,102,101,108,112,,,,,116
138,2/12/2021 19:47:22,1,5,11,14,17,21,24,,,,26,27,28,29,,,32,33,36,37,,,,42,38,47,,,,51,56,42,61,63,64,,,,67,73,77,80,81,82,83,,61,26,,,,,86,62.0,91,,,,56,,,97,102,104,102,102,,,,,,,117
139,2/12/2021 19:59:20,2,4,6,12,18,21,22,24,,,26,27,28,29,,,32,37,,,,,,39,38,25,,,,50,56,59,61,64,,,,,70,73,20,82,,,,,61,27,28,29,,,87,62.0,95,,,,56,,,99,102,107,101,101,109,111,112,113,,,116
140,2/12/2021 20:00:07,2,5,8,13,18,21,22,24,,,26,27,30,,,,32,33,36,37,25,,,41,25,47,,,,50,56,42,62,,,,,,,73,20,80,82,,,,61,26,27,,,,89,61.0,95,,,,55,56.0,55.0,100,101,107,102,102,,,,,,,117
141,2/12/2021 20:07:12,1,5,6,13,18,21,23,24,,,26,27,28,29,,,32,36,25,,,,,39,44,47,48,,,52,55,59,61,63,64,,,,70,73,78,81,84,,,,61,26,,,,,88,62.0,91,,,,55,56.0,56.0,99,102,107,102,101,109,111,113,,,,116
142,2/12/2021 20:16:38,2,5,9,13,18,21,23,24,25,,26,27,,,,,32,37,,,,,,39,44,25,,,,50,56,58,61,64,65,25,,,70,73,76,80,82,83,84,,61,26,,,,,87,62.0,95,,,,55,56.0,55.0,99,102,105,101,101,108,109,111,112,,,116
143,2/12/2021 20:17:11,2,5,9,12,18,21,23,,,,31,,,,,,32,,,,,,,39,44,47,,,,53,56,58,61,64,,,,,67,71,77,81,82,,,,61,26,27,,,,87,62.0,95,,,,56,,,99,102,107,102,102,,,,,,,116
